playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
aaronha01,1954,1.0,ML1,NL,LF,105.0,102.0,2773.0,206.0,14.0,32.0,1.0,,,,,
aaronha01,1954,1.0,ML1,NL,RF,11.0,12.0,321.0,13.0,4.0,6.0,12.0,,,,,
abramca01,1954,1.0,PIT,NL,LF,5.0,6.0,121.0,13.0,8.0,1.0,1.0,,,,,
abramca01,1954,1.0,PIT,NL,RF,8.0,7.0,174.0,12.0,1.0,1.0,1.0,,,,,
abramca01,1954,34.0,BAL,AL,CF,12.0,13.0,301.0,37.0,4.0,1.0,1.0,,,,,
abramca01,1954,34.0,BAL,AL,RF,103.0,98.0,2638.0,214.0,18.0,32.0,12.0,,,,,
amorosa01,1954,1.0,BRO,NL,CF,2.0,2.0,34.0,2.0,1.0,1.0,1.0,,,,,
amorosa01,1954,1.0,BRO,NL,LF,69.0,68.0,1787.0,149.0,21.0,11.0,12.0,,,,,
amorosa01,1954,1.0,BRO,NL,RF,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
ashburi01,1954,1.0,PHI,NL,CF,153.0,153.0,4027.0,488.0,41.0,43.0,23.0,,,,,
bauerha01,1954,1.0,NYA,AL,LF,8.0,4.0,165.0,10.0,4.0,1.0,1.0,,,,,
bauerha01,1954,1.0,NYA,AL,RF,104.0,87.0,2322.0,169.0,18.0,11.0,12.0,,,,,
baumhfr01,1954,1.0,CHN,NL,CF,62.0,59.0,1417.0,140.0,8.0,6.0,1.0,,,,,
baumhfr01,1954,1.0,CHN,NL,LF,12.0,2.0,76.0,9.0,1.0,1.0,1.0,,,,,
baumhfr01,1954,1.0,CHN,NL,RF,13.0,8.0,228.0,15.0,1.0,6.0,1.0,,,,,
bellgu01,1954,1.0,CIN,NL,CF,153.0,152.0,4034.0,404.0,41.0,27.0,23.0,,,,,
bolgeji01,1954,1.0,CIN,NL,CF,2.0,1.0,10.0,1.0,1.0,1.0,1.0,,,,,
borkobo01,1954,1.0,CIN,NL,LF,14.0,11.0,296.0,27.0,8.0,1.0,1.0,,,,,
borkobo01,1954,1.0,CIN,NL,RF,22.0,22.0,576.0,44.0,4.0,1.0,12.0,,,,,
boydbo01,1954,1.0,CHA,AL,LF,13.0,13.0,258.0,21.0,4.0,6.0,1.0,,,,,
brutobi01,1954,1.0,ML1,NL,CF,141.0,129.0,3580.0,338.0,47.0,37.0,34.0,,,,,
burgeto01,1954,1.0,SLN,NL,RF,4.0,3.0,58.0,4.0,1.0,1.0,1.0,,,,,
busbyji01,1954,1.0,WS1,AL,CF,155.0,155.0,4123.0,492.0,21.0,32.0,12.0,,,,,
cavarph01,1954,1.0,CHA,AL,LF,2.0,3.0,40.0,2.0,1.0,1.0,1.0,,,,,
cavarph01,1954,1.0,CHA,AL,RF,7.0,8.0,154.0,8.0,1.0,6.0,1.0,,,,,
cervbo01,1954,1.0,NYA,AL,LF,24.0,22.0,510.0,27.0,4.0,17.0,1.0,,,,,
clarkme01,1954,1.0,PHI,NL,LF,20.0,20.0,553.0,40.0,18.0,11.0,12.0,,,,,
clarkme01,1954,1.0,PHI,NL,RF,42.0,34.0,915.0,74.0,14.0,11.0,12.0,,,,,
coangi01,1954,1.0,BAL,AL,CF,32.0,32.0,775.0,76.0,1.0,17.0,1.0,,,,,
coangi01,1954,1.0,BAL,AL,LF,36.0,34.0,858.0,74.0,4.0,11.0,1.0,,,,,
delsiji01,1954,1.0,DET,AL,CF,5.0,5.0,106.0,13.0,1.0,1.0,1.0,,,,,
delsiji01,1954,1.0,DET,AL,LF,90.0,80.0,2104.0,185.0,18.0,6.0,1.0,,,,,
delsiji01,1954,1.0,DET,AL,RF,16.0,15.0,328.0,27.0,1.0,1.0,1.0,,,,,
dierich01,1954,1.0,BAL,AL,CF,119.0,111.0,3040.0,329.0,54.0,32.0,67.0,,,,,
dobyla01,1954,1.0,CLE,AL,CF,153.0,153.0,4063.0,411.0,47.0,11.0,67.0,,,,,
durhajo02,1954,1.0,BAL,AL,CF,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,,,,
durhajo02,1954,1.0,BAL,AL,LF,10.0,11.0,262.0,23.0,1.0,11.0,1.0,,,,,
ennisde01,1954,1.0,PHI,NL,LF,72.0,72.0,1899.0,155.0,14.0,48.0,12.0,,,,,
ennisde01,1954,1.0,PHI,NL,RF,71.0,71.0,1872.0,146.0,18.0,27.0,1.0,,,,,
escalni01,1954,1.0,CIN,NL,CF,4.0,3.0,58.0,7.0,1.0,1.0,1.0,,,,,
escalni01,1954,1.0,CIN,NL,LF,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,,,,
escalni01,1954,1.0,CIN,NL,RF,10.0,7.0,165.0,17.0,11.0,6.0,23.0,,,,,
eversho01,1954,1.0,BOS,AL,LF,1.0,2.0,25.0,2.0,1.0,1.0,1.0,,,,,
eversho01,1954,34.0,NY1,NL,CF,2.0,1.0,28.0,3.0,1.0,1.0,1.0,,,,,
eversho01,1954,34.0,NY1,NL,LF,2.0,1.0,8.0,3.0,1.0,1.0,1.0,,,,,
eversho01,1954,67.0,DET,AL,CF,2.0,2.0,36.0,7.0,1.0,1.0,1.0,,,,,
eversho01,1954,67.0,DET,AL,LF,17.0,8.0,257.0,21.0,4.0,1.0,1.0,,,,,
eversho01,1954,67.0,DET,AL,RF,6.0,5.0,124.0,8.0,1.0,1.0,1.0,,,,,
frazijo01,1954,1.0,SLN,NL,LF,2.0,3.0,46.0,5.0,1.0,6.0,1.0,,,,,
frazijo01,1954,1.0,SLN,NL,RF,9.0,7.0,135.0,12.0,1.0,1.0,1.0,,,,,
fridlji01,1954,1.0,BAL,AL,LF,64.0,59.0,1530.0,129.0,4.0,11.0,1.0,,,,,
fridlji01,1954,1.0,BAL,AL,RF,3.0,2.0,44.0,5.0,1.0,1.0,1.0,,,,,
furilca01,1954,1.0,BRO,NL,CF,5.0,5.0,108.0,9.0,1.0,1.0,1.0,,,,,
furilca01,1954,1.0,BRO,NL,LF,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
furilca01,1954,1.0,BRO,NL,RF,146.0,139.0,3805.0,300.0,31.0,48.0,34.0,,,,,
gilliji01,1954,1.0,BRO,NL,LF,2.0,3.0,51.0,6.0,1.0,1.0,1.0,,,,,
gilliji01,1954,1.0,BRO,NL,RF,4.0,4.0,73.0,5.0,4.0,1.0,1.0,,,,,
glynnbi01,1954,1.0,CLE,AL,RF,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
goodmbi01,1954,1.0,BOS,AL,LF,13.0,13.0,304.0,15.0,4.0,6.0,1.0,,,,,
gordosi01,1954,1.0,PIT,NL,LF,7.0,7.0,148.0,19.0,4.0,1.0,1.0,,,,,
gordosi01,1954,1.0,PIT,NL,RF,67.0,62.0,1589.0,103.0,31.0,17.0,12.0,,,,,
greenji02,1954,1.0,CIN,NL,LF,137.0,137.0,3616.0,300.0,31.0,48.0,1.0,,,,,
grothjo01,1954,1.0,CHA,AL,CF,116.0,113.0,2946.0,297.0,24.0,22.0,34.0,,,,,
grothjo01,1954,1.0,CHA,AL,LF,9.0,7.0,172.0,16.0,1.0,1.0,1.0,,,,,
grothjo01,1954,1.0,CHA,AL,RF,2.0,3.0,64.0,5.0,1.0,1.0,1.0,,,,,
halldi01,1954,1.0,PIT,NL,CF,46.0,43.0,1112.0,131.0,4.0,27.0,1.0,,,,,
halldi01,1954,1.0,PIT,NL,LF,43.0,34.0,955.0,80.0,8.0,22.0,1.0,,,,,
halldi01,1954,1.0,PIT,NL,RF,16.0,10.0,259.0,21.0,4.0,11.0,12.0,,,,,
henlega01,1954,1.0,PIT,NL,LF,1.0,1.0,13.0,2.0,1.0,1.0,1.0,,,,,
henlega01,1954,1.0,PIT,NL,RF,8.0,8.0,191.0,13.0,4.0,1.0,1.0,,,,,
irvinmo01,1954,1.0,NY1,NL,LF,127.0,117.0,3181.0,275.0,24.0,37.0,1.0,,,,,
irvinmo01,1954,1.0,NY1,NL,RF,2.0,2.0,28.0,2.0,1.0,1.0,1.0,,,,,
janowvi01,1954,1.0,PIT,NL,LF,1.0,2.0,28.0,2.0,1.0,1.0,1.0,,,,,
jeffcha01,1954,1.0,CHN,NL,CF,3.0,1.0,22.0,2.0,1.0,1.0,1.0,,,,,
jenseja01,1954,1.0,BOS,AL,CF,107.0,99.0,2717.0,247.0,34.0,22.0,1.0,,,,,
jenseja01,1954,1.0,BOS,AL,LF,8.0,9.0,227.0,26.0,4.0,1.0,1.0,,,,,
jenseja01,1954,1.0,BOS,AL,RF,44.0,43.0,1064.0,61.0,4.0,6.0,1.0,,,,,
jethrsa01,1954,1.0,PIT,NL,RF,1.0,1.0,7.0,2.0,1.0,1.0,1.0,,,,,
kalinal01,1954,1.0,DET,AL,RF,135.0,133.0,3542.0,280.0,54.0,48.0,1.0,,,,,
kellge01,1954,34.0,CHA,AL,LF,2.0,3.0,31.0,4.0,1.0,1.0,1.0,,,,,
kellge01,1954,34.0,CHA,AL,RF,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,,,,
kennebo01,1954,1.0,CLE,AL,LF,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
kennebo01,1954,34.0,BAL,AL,LF,12.0,13.0,309.0,24.0,1.0,6.0,1.0,,,,,
kennebo01,1954,34.0,BAL,AL,RF,9.0,6.0,183.0,17.0,1.0,1.0,1.0,,,,,
kinerra01,1954,1.0,CHN,NL,LF,147.0,147.0,3823.0,296.0,24.0,48.0,12.0,,,,,
kingch01,1954,1.0,DET,AL,CF,7.0,8.0,175.0,23.0,4.0,6.0,12.0,,,,,
kokosdi01,1954,1.0,BAL,AL,LF,1.0,2.0,25.0,4.0,1.0,1.0,1.0,,,,,
kressch01,1954,1.0,DET,AL,RF,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,,,,
lawve01,1954,1.0,PIT,NL,RF,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,
lemonji01,1954,1.0,WS1,AL,LF,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
lemonji01,1954,1.0,WS1,AL,RF,32.0,33.0,858.0,58.0,1.0,17.0,1.0,,,,,
lenhado01,1954,1.0,BAL,AL,LF,7.0,6.0,173.0,10.0,1.0,1.0,1.0,,,,,
lenhado01,1954,34.0,BOS,AL,LF,13.0,9.0,244.0,14.0,1.0,1.0,1.0,,,,,
lockmwh01,1954,1.0,NY1,NL,CF,1.0,2.0,25.0,5.0,1.0,1.0,1.0,,,,,
lockmwh01,1954,1.0,NY1,NL,LF,1.0,2.0,25.0,2.0,1.0,1.0,1.0,,,,,
lowrepe01,1954,1.0,SLN,NL,LF,3.0,2.0,37.0,5.0,1.0,1.0,1.0,,,,,
lowrepe01,1954,1.0,SLN,NL,RF,10.0,1.0,55.0,2.0,1.0,1.0,1.0,,,,,
lunddo01,1954,1.0,DET,AL,CF,2.0,1.0,25.0,4.0,1.0,1.0,1.0,,,,,
lunddo01,1954,1.0,DET,AL,LF,19.0,5.0,214.0,18.0,1.0,1.0,1.0,,,,,
lunddo01,1954,1.0,DET,AL,RF,11.0,5.0,152.0,13.0,4.0,6.0,1.0,,,,,
lynchje01,1954,1.0,PIT,NL,LF,49.0,48.0,1153.0,97.0,24.0,22.0,12.0,,,,,
lynchje01,1954,1.0,PIT,NL,RF,37.0,27.0,700.0,32.0,11.0,6.0,12.0,,,,,
mantlmi01,1954,1.0,NYA,AL,CF,143.0,142.0,3718.0,327.0,67.0,48.0,56.0,,,,,
mantlmi01,1954,1.0,NYA,AL,RF,1.0,1.0,10.0,1.0,1.0,1.0,1.0,,,,,
marqulu01,1954,1.0,CHN,NL,CF,10.0,3.0,103.0,15.0,1.0,1.0,1.0,,,,,
marqulu01,1954,1.0,CHN,NL,LF,4.0,1.0,25.0,5.0,1.0,1.0,1.0,,,,,
marqulu01,1954,34.0,PIT,NL,CF,1.0,2.0,28.0,4.0,1.0,1.0,1.0,,,,,
marqulu01,1954,34.0,PIT,NL,LF,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,
marqulu01,1954,34.0,PIT,NL,RF,2.0,1.0,10.0,1.0,1.0,1.0,1.0,,,,,
marshfr01,1954,1.0,CHA,AL,RF,1.0,1.0,28.0,3.0,1.0,6.0,1.0,,,,,
marshwi01,1954,1.0,CHA,AL,LF,8.0,5.0,109.0,7.0,1.0,6.0,1.0,,,,,
marshwi01,1954,1.0,CHA,AL,RF,22.0,10.0,304.0,21.0,4.0,1.0,1.0,,,,,
matheed01,1954,1.0,ML1,NL,LF,10.0,11.0,271.0,22.0,1.0,11.0,1.0,,,,,
maxwech01,1954,1.0,BOS,AL,CF,3.0,1.0,13.0,2.0,1.0,1.0,1.0,,,,,
maxwech01,1954,1.0,BOS,AL,LF,21.0,13.0,329.0,21.0,1.0,1.0,1.0,,,,,
maxwech01,1954,1.0,BOS,AL,RF,6.0,7.0,94.0,5.0,4.0,1.0,1.0,,,,,
mayswi01,1954,1.0,NY1,NL,CF,151.0,151.0,4039.0,449.0,44.0,37.0,100.0,,,,,
mcgheed01,1954,1.0,PHA,AL,CF,11.0,10.0,267.0,35.0,1.0,17.0,1.0,,,,,
mcgheed01,1954,1.0,PHA,AL,LF,2.0,3.0,55.0,9.0,1.0,1.0,1.0,,,,,
mcgheed01,1954,34.0,CHA,AL,CF,18.0,14.0,382.0,33.0,4.0,1.0,1.0,,,,,
mcgheed01,1954,34.0,CHA,AL,LF,5.0,5.0,124.0,6.0,11.0,6.0,12.0,,,,,
mcgheed01,1954,34.0,CHA,AL,RF,11.0,5.0,151.0,14.0,1.0,1.0,1.0,,,,,
melesa01,1954,1.0,BAL,AL,LF,40.0,36.0,970.0,61.0,11.0,17.0,1.0,,,,,
melesa01,1954,1.0,BAL,AL,RF,24.0,24.0,577.0,39.0,4.0,6.0,12.0,,,,,
melesa01,1954,34.0,BOS,AL,LF,3.0,1.0,28.0,4.0,1.0,1.0,1.0,,,,,
melesa01,1954,34.0,BOS,AL,RF,13.0,12.0,304.0,19.0,4.0,6.0,12.0,,,,,
merrill01,1954,1.0,CIN,NL,LF,9.0,8.0,187.0,14.0,1.0,6.0,1.0,,,,,
merrill01,1954,1.0,CIN,NL,RF,16.0,16.0,391.0,41.0,8.0,1.0,1.0,,,,,
metkoca01,1954,1.0,ML1,NL,RF,13.0,13.0,304.0,19.0,8.0,1.0,1.0,,,,,
miksied01,1954,1.0,CHN,NL,LF,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,
minosmi01,1954,1.0,CHA,AL,CF,13.0,12.0,313.0,29.0,4.0,6.0,1.0,,,,,
minosmi01,1954,1.0,CHA,AL,LF,123.0,120.0,3212.0,285.0,44.0,37.0,34.0,,,,,
minosmi01,1954,1.0,CHA,AL,RF,14.0,15.0,338.0,29.0,1.0,1.0,1.0,,,,,
mitchda01,1954,1.0,CLE,AL,LF,6.0,5.0,112.0,8.0,4.0,6.0,1.0,,,,,
moonwa01,1954,1.0,SLN,NL,CF,140.0,140.0,3817.0,368.0,31.0,43.0,23.0,,,,,
moonwa01,1954,1.0,SLN,NL,LF,9.0,9.0,220.0,12.0,4.0,6.0,1.0,,,,,
morynwa01,1954,1.0,BRO,NL,LF,14.0,13.0,343.0,29.0,11.0,27.0,12.0,,,,,
morynwa01,1954,1.0,BRO,NL,RF,6.0,6.0,129.0,7.0,1.0,1.0,1.0,,,,,
muelldo01,1954,1.0,NY1,NL,RF,153.0,152.0,4092.0,260.0,47.0,32.0,56.0,,,,,
musiast01,1954,1.0,SLN,NL,LF,10.0,10.0,206.0,18.0,1.0,6.0,1.0,,,,,
musiast01,1954,1.0,SLN,NL,RF,146.0,142.0,3853.0,257.0,44.0,17.0,56.0,,,,,
niemabo01,1954,1.0,DET,AL,LF,62.0,61.0,1410.0,120.0,8.0,11.0,1.0,,,,,
norenir01,1954,1.0,NYA,AL,CF,23.0,14.0,421.0,47.0,4.0,6.0,1.0,,,,,
norenir01,1954,1.0,NYA,AL,LF,55.0,50.0,1308.0,112.0,18.0,11.0,12.0,,,,,
norenir01,1954,1.0,NYA,AL,RF,49.0,47.0,1141.0,84.0,11.0,11.0,12.0,,,,,
olsonka01,1954,1.0,BOS,AL,CF,36.0,31.0,818.0,79.0,14.0,22.0,12.0,,,,,
olsonka01,1954,1.0,BOS,AL,LF,28.0,3.0,200.0,19.0,4.0,11.0,1.0,,,,,
olsonka01,1954,1.0,BOS,AL,RF,17.0,13.0,392.0,27.0,14.0,1.0,1.0,,,,,
pafkoan01,1954,1.0,ML1,NL,CF,8.0,9.0,240.0,17.0,1.0,1.0,1.0,,,,,
pafkoan01,1954,1.0,ML1,NL,RF,130.0,128.0,3394.0,226.0,37.0,43.0,34.0,,,,,
palysst01,1954,1.0,PHI,NL,RF,1.0,2.0,28.0,3.0,1.0,1.0,1.0,,,,,
paulaca01,1954,1.0,WS1,AL,LF,6.0,6.0,139.0,15.0,4.0,1.0,1.0,,,,,
pendlji01,1954,1.0,ML1,NL,CF,18.0,18.0,366.0,27.0,4.0,6.0,1.0,,,,,
pendlji01,1954,1.0,ML1,NL,LF,23.0,20.0,548.0,49.0,11.0,17.0,1.0,,,,,
pendlji01,1954,1.0,ML1,NL,RF,11.0,4.0,159.0,14.0,4.0,6.0,1.0,,,,,
phillda01,1954,1.0,CLE,AL,LF,1.0,1.0,13.0,2.0,1.0,1.0,1.0,,,,,
phillda01,1954,1.0,CLE,AL,RF,129.0,120.0,3318.0,237.0,24.0,22.0,1.0,,,,,
piersji01,1954,1.0,BOS,AL,CF,30.0,28.0,692.0,68.0,4.0,6.0,1.0,,,,,
piersji01,1954,1.0,BOS,AL,RF,96.0,85.0,2387.0,181.0,27.0,17.0,23.0,,,,,
popeda01,1954,1.0,CLE,AL,CF,6.0,2.0,73.0,6.0,1.0,1.0,1.0,,,,,
popeda01,1954,1.0,CLE,AL,LF,19.0,18.0,418.0,35.0,1.0,1.0,1.0,,,,,
popeda01,1954,1.0,CLE,AL,RF,5.0,5.0,97.0,8.0,4.0,1.0,1.0,,,,,
postwa01,1954,1.0,CIN,NL,CF,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,
postwa01,1954,1.0,CIN,NL,RF,115.0,112.0,2974.0,230.0,50.0,58.0,23.0,,,,,
powervi01,1954,1.0,PHA,AL,CF,56.0,56.0,1440.0,158.0,14.0,22.0,23.0,,,,,
powervi01,1954,1.0,PHA,AL,LF,34.0,32.0,790.0,72.0,18.0,1.0,1.0,,,,,
powervi01,1954,1.0,PHA,AL,RF,12.0,12.0,280.0,29.0,14.0,1.0,12.0,,,,,
queenbi01,1954,1.0,ML1,NL,RF,1.0,1.0,4.0,2.0,1.0,1.0,1.0,,,,,
rennabi01,1954,1.0,PHA,AL,CF,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,
rennabi01,1954,1.0,PHA,AL,LF,1.0,2.0,25.0,1.0,4.0,1.0,1.0,,,,,
rennabi01,1954,1.0,PHA,AL,RF,114.0,111.0,2904.0,224.0,41.0,37.0,56.0,,,,,
repulri01,1954,1.0,SLN,NL,CF,14.0,14.0,355.0,39.0,1.0,6.0,1.0,,,,,
repulri01,1954,1.0,SLN,NL,LF,137.0,133.0,3666.0,259.0,18.0,37.0,1.0,,,,,
repulri01,1954,1.0,SLN,NL,RF,3.0,4.0,74.0,4.0,1.0,6.0,1.0,,,,,
rhodedu01,1954,1.0,NY1,NL,CF,2.0,3.0,51.0,4.0,1.0,1.0,1.0,,,,,
rhodedu01,1954,1.0,NY1,NL,LF,34.0,31.0,806.0,56.0,4.0,6.0,1.0,,,,,
rhodedu01,1954,1.0,NY1,NL,RF,1.0,1.0,13.0,2.0,1.0,1.0,1.0,,,,,
riceha02,1954,1.0,PIT,NL,LF,23.0,22.0,540.0,53.0,8.0,1.0,12.0,,,,,
riceha02,1954,1.0,PIT,NL,RF,3.0,2.0,40.0,4.0,4.0,1.0,12.0,,,,,
riceha02,1954,34.0,CHN,NL,LF,3.0,1.0,12.0,1.0,1.0,1.0,1.0,,,,,
riceha02,1954,34.0,CHN,NL,RF,21.0,13.0,326.0,22.0,8.0,17.0,1.0,,,,,
riverji01,1954,1.0,CHA,AL,CF,31.0,19.0,511.0,50.0,4.0,6.0,1.0,,,,,
riverji01,1954,1.0,CHA,AL,LF,4.0,1.0,26.0,4.0,1.0,1.0,1.0,,,,,
riverji01,1954,1.0,CHA,AL,RF,124.0,113.0,2978.0,202.0,18.0,53.0,1.0,,,,,
roberdo01,1954,1.0,CHN,NL,RF,6.0,1.0,29.0,2.0,1.0,1.0,1.0,,,,,
robinja02,1954,1.0,BRO,NL,LF,63.0,63.0,1467.0,107.0,14.0,1.0,1.0,,,,,
robinja02,1954,1.0,BRO,NL,RF,1.0,2.0,25.0,3.0,1.0,1.0,1.0,,,,,
rodiner01,1954,1.0,NY1,NL,CF,2.0,1.0,31.0,4.0,1.0,1.0,1.0,,,,,
rodiner01,1954,1.0,NY1,NL,RF,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
runnepe01,1954,1.0,WS1,AL,LF,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
sauerha01,1954,1.0,CHN,NL,LF,14.0,7.0,187.0,17.0,4.0,6.0,1.0,,,,,
sauerha01,1954,1.0,CHN,NL,RF,135.0,135.0,3543.0,265.0,21.0,53.0,23.0,,,,,
schelda01,1954,1.0,PHI,NL,CF,3.0,1.0,70.0,8.0,1.0,1.0,1.0,,,,,
schelda01,1954,1.0,PHI,NL,LF,60.0,59.0,1539.0,133.0,14.0,22.0,1.0,,,,,
schelda01,1954,1.0,PHI,NL,RF,6.0,7.0,133.0,7.0,1.0,1.0,1.0,,,,,
shubage01,1954,1.0,BRO,NL,LF,7.0,6.0,122.0,12.0,1.0,6.0,1.0,,,,,
shubage01,1954,1.0,BRO,NL,RF,6.0,7.0,151.0,11.0,1.0,6.0,1.0,,,,,
sievero01,1954,1.0,WS1,AL,LF,133.0,132.0,3499.0,296.0,34.0,48.0,12.0,,,,,
skinnbo01,1954,1.0,PIT,NL,RF,2.0,3.0,46.0,1.0,1.0,1.0,1.0,,,,,
slaugen01,1954,1.0,NYA,AL,LF,2.0,1.0,10.0,2.0,1.0,1.0,1.0,,,,,
slaugen01,1954,1.0,NYA,AL,RF,30.0,23.0,668.0,40.0,1.0,6.0,1.0,,,,,
smithal04,1954,1.0,CLE,AL,LF,98.0,89.0,2452.0,210.0,24.0,22.0,1.0,,,,,
smithal04,1954,1.0,CLE,AL,RF,17.0,17.0,418.0,32.0,4.0,1.0,12.0,,,,,
snidedu01,1954,1.0,BRO,NL,CF,148.0,147.0,3987.0,361.0,27.0,37.0,12.0,,,,,
souchst01,1954,1.0,DET,AL,LF,9.0,6.0,166.0,15.0,1.0,1.0,1.0,,,,,
stewabu01,1954,1.0,CHA,AL,RF,2.0,1.0,7.0,4.0,1.0,1.0,1.0,,,,,
talbobo01,1954,1.0,CHN,NL,CF,110.0,94.0,2584.0,245.0,34.0,32.0,12.0,,,,,
taylobi03,1954,1.0,NY1,NL,LF,7.0,7.0,148.0,3.0,1.0,1.0,1.0,,,,,
taylobi03,1954,1.0,NY1,NL,RF,2.0,2.0,37.0,5.0,1.0,1.0,1.0,,,,,
taylojo01,1954,1.0,PHA,AL,LF,9.0,8.0,199.0,18.0,4.0,6.0,1.0,,,,,
taylojo01,1954,1.0,PHA,AL,RF,8.0,7.0,199.0,16.0,1.0,6.0,1.0,,,,,
thomafr03,1954,1.0,PIT,NL,CF,112.0,111.0,2900.0,311.0,34.0,27.0,12.0,,,,,
thomafr03,1954,1.0,PIT,NL,LF,45.0,42.0,1085.0,106.0,14.0,1.0,12.0,,,,,
thompdo01,1954,1.0,BRO,NL,CF,2.0,1.0,10.0,2.0,1.0,1.0,1.0,,,,,
thompdo01,1954,1.0,BRO,NL,LF,27.0,2.0,233.0,14.0,4.0,1.0,1.0,,,,,
thompha02,1954,1.0,NY1,NL,LF,2.0,1.0,7.0,1.0,4.0,1.0,1.0,,,,,
thompti01,1954,1.0,BRO,NL,LF,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,
thomsbo01,1954,1.0,ML1,NL,LF,25.0,24.0,595.0,41.0,11.0,6.0,23.0,,,,,
thomsbo01,1954,1.0,ML1,NL,RF,1.0,1.0,7.0,2.0,1.0,1.0,1.0,,,,,
tuttlbi01,1954,1.0,DET,AL,CF,145.0,143.0,3811.0,368.0,60.0,32.0,34.0,,,,,
tuttlbi01,1954,1.0,DET,AL,LF,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
umphlto01,1954,1.0,WS1,AL,CF,3.0,1.0,28.0,6.0,1.0,1.0,1.0,,,,,
umphlto01,1954,1.0,WS1,AL,LF,13.0,4.0,136.0,17.0,1.0,1.0,1.0,,,,,
umphlto01,1954,1.0,WS1,AL,RF,86.0,80.0,2093.0,148.0,44.0,11.0,45.0,,,,,
valoel01,1954,1.0,PHA,AL,LF,34.0,29.0,790.0,81.0,8.0,6.0,1.0,,,,,
valoel01,1954,1.0,PHA,AL,RF,30.0,29.0,734.0,57.0,4.0,22.0,12.0,,,,,
vollmcl01,1954,1.0,WS1,AL,LF,5.0,4.0,88.0,4.0,1.0,1.0,1.0,,,,,
vollmcl01,1954,1.0,WS1,AL,RF,21.0,19.0,498.0,31.0,8.0,1.0,12.0,,,,,
wardpr01,1954,1.0,PIT,NL,RF,42.0,42.0,1029.0,72.0,24.0,27.0,34.0,,,,,
wertzvi01,1954,1.0,BAL,AL,RF,27.0,28.0,682.0,47.0,18.0,11.0,12.0,,,,,
wertzvi01,1954,34.0,CLE,AL,LF,2.0,3.0,49.0,5.0,1.0,1.0,1.0,,,,,
wertzvi01,1954,34.0,CLE,AL,RF,3.0,3.0,62.0,6.0,1.0,1.0,1.0,,,,,
westlwa01,1954,1.0,CLE,AL,CF,10.0,3.0,124.0,15.0,1.0,6.0,1.0,,,,,
westlwa01,1954,1.0,CLE,AL,LF,50.0,45.0,1216.0,92.0,1.0,17.0,1.0,,,,,
westlwa01,1954,1.0,CLE,AL,RF,14.0,15.0,364.0,27.0,4.0,6.0,1.0,,,,,
willidi02,1954,1.0,BRO,NL,CF,2.0,3.0,46.0,7.0,1.0,1.0,1.0,,,,,
willidi02,1954,1.0,BRO,NL,LF,13.0,6.0,181.0,11.0,1.0,1.0,1.0,,,,,
willite01,1954,1.0,BOS,AL,LF,115.0,113.0,2887.0,213.0,18.0,22.0,1.0,,,,,
wilsobi02,1954,1.0,CHA,AL,LF,12.0,6.0,185.0,23.0,1.0,1.0,1.0,,,,,
wilsobi02,1954,1.0,CHA,AL,RF,7.0,7.0,127.0,12.0,1.0,11.0,1.0,,,,,
wilsobi02,1954,34.0,PHA,AL,CF,91.0,91.0,2406.0,266.0,24.0,17.0,45.0,,,,,
woodlge01,1954,1.0,NYA,AL,LF,89.0,82.0,2150.0,165.0,18.0,17.0,12.0,,,,,
wrighto01,1954,1.0,WS1,AL,LF,15.0,13.0,287.0,29.0,1.0,1.0,1.0,,,,,
wrighto01,1954,1.0,WS1,AL,RF,28.0,27.0,705.0,57.0,1.0,1.0,1.0,,,,,
wyrosjo01,1954,1.0,PHI,NL,LF,6.0,6.0,109.0,8.0,1.0,1.0,1.0,,,,,
wyrosjo01,1954,1.0,PHI,NL,RF,49.0,44.0,1153.0,86.0,18.0,6.0,12.0,,,,,
zernigu01,1954,1.0,PHA,AL,LF,90.0,87.0,2260.0,180.0,14.0,48.0,12.0,,,,,
aaronha01,1955,1.0,ML1,NL,LF,30.0,24.0,631.0,46.0,8.0,6.0,1.0,,,,,
